id,title,description,category,category_label,is_synthetic,split
441,Supervisor details not updated,The supervisor information in the portal has not been updated. I need clarification before proceeding with my research.,Supervisor_Related,Supervisor_Related,True,test
509,Issue regarding doctoral supervision,My request for a supervisor change has not been updated. I have already submitted the required request.,Supervisor_Related,Supervisor_Related,True,train
590,Supervisor allocation issue,My supervision arrangement is causing difficulty in continuing my research. The matter has remained unresolved for several days.,Supervisor_Related,Supervisor_Related,True,train
2209,Research fee status pending,The fee receipt has not generated a receipt. The payment was made before the deadline.,Fee,Fee,True,train
650,Course work registration problem,My registered research courses are showing an incorrect value. I have supporting records for the completed work.,Course_Work,Course_Work,True,train
2307,Research fee payment issue,My semester research fee has not been updated. The payment was made before the deadline.,Fee,Fee,True,test
1722,Problem regarding thesis evaluation,My thesis review status appears to be delayed. I have not received an official evaluation status.,Thesis_Evaluation,Thesis_Evaluation,True,train
1358,Publication verification pending,The publication documents submitted for verification is awaiting verification. The publication details are available for verification.,Publication_Verification,Publication_Verification,True,train
1378,Publication verification pending,My research article verification has not been updated. I submitted the publication documents as requested.,Publication_Verification,Publication_Verification,True,validation
2911,IIGRS request pending,My rti-related matter has not been updated. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,test
631,Course work registration problem,My coursework credits are still pending. I need the academic record corrected.,Course_Work,Course_Work,True,train
1462,Thesis submission process delayed,The final thesis submission process is not visible in the portal. The thesis was submitted through the prescribed process.,Thesis_Submission,Thesis_Submission,True,train
483,Supervisor details not updated,The doctoral supervision process is still pending. I have already submitted the required request.,Supervisor_Related,Supervisor_Related,True,validation
1284,Publication record verification issue,The paper verification request has not been updated. I have already provided the required evidence.,Publication_Verification,Publication_Verification,True,validation
2878,IIGRS grievance status issue,The rti request submitted through the concerned process is still pending. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,train
2590,Problem with monthly stipend,My monthly stipend has not been credited. I have not received any update from the concerned office.,Fellowship,Fellowship,True,train
2981,Issue related to RTI request,The rti request submitted through the concerned process requires clarification. I would like the concerned office to verify the matter.,RTI_IIGRS,RTI_IIGRS,True,train
2358,Problem with doctoral fee,My semester research fee has not been updated. I have the transaction details available.,Fee,Fee,True,train
1779,Thesis review status pending,My thesis evaluation requires clarification. I have been waiting for the evaluation update.,Thesis_Evaluation,Thesis_Evaluation,True,train
